author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;district;street;house_number;underground
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302079477/;Москва;rent;flat;5;6;1;47.0;140000;0;Замоскворечье;Шлюзовая набережная;2А;Павелецкая
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301221480/;Москва;rent;flat;4;15;2;56.0;60000;0;Солнцево; Юлиана Семенова;8к1;Солнцево
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300116078/;Москва;rent;flat;1;9;2;35.0;50900;0;Лианозово;Абрамцевская ;3Б;Алтуфьево
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/302275372/;Москва;rent;flat;7;17;1;33.1;40000;0;;проспект Куприна;24к3;Бунинская аллея
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/300678431/;Москва;rent;flat;22;23;2;78.0;145000;0;Хорошево-Мневники;проспект Маршала Жукова;41;Народное Ополчение
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/302333828/;Москва;rent;flat;7;9;3;78.0;140000;0;Хамовники;Ростовская набережная;3;Смоленская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301429218/;Москва;rent;flat;6;13;1;42.8;100000;0;Раменки;Винницкая ;8к1;Раменки
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/302345182/;Москва;rent;flat;8;15;4;160.0;245000;0;Тропарево-Никулино;проспект Вернадского;92К1;Тропарёво
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302287505/;Москва;rent;flat;9;12;1;45.0;53000;0;Восточное Измайлово;Измайловский проспект;91К3;Первомайская
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/302290147/;Москва;rent;flat;8;9;1;54.0;120000;0;Басманный;Нижняя Красносельская ;35С49;Бауманская
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300080869/;Москва;rent;flat;2;17;1;23.3;42000;0;;проспект Магеллана;29;Филатов Луг
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302347608/;Москва;rent;flat;1;3;1;20.0;35000;0;;;23;Прокшино
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302287068/;Москва;rent;flat;24;46;2;60.0;100000;0;Пресненский;Мукомольный проезд;2;Шелепиха
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/302330408/;Москва;rent;flat;8;22;1;28.0;57000;0;Алексеевский;Староалексеевская ;3;Алексеевская
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/302293874/;Москва;rent;flat;4;4;4;120.0;250000;0;Басманный; Покровка;19;Чистые пруды
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301809527/;Москва;rent;flat;5;33;1;23.3;68000;0;Очаково-Матвеевское;Очаковское шоссе;5к4;Давыдково
Trust Realty;real_estate_agent;https://www.cian.ru/rent/flat/302137361/;Москва;rent;flat;4;7;4;150.0;250000;0;Басманный;переулок Лялин;19К1;Курская
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/300374998/;Москва;rent;flat;49;75;2;85.0;300000;0;Пресненский;набережная Пресненская;8с1;Деловой центр
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/302270288/;Москва;rent;flat;3;14;2;46.0;100000;0;Марьина роща;Складочная ;4;Савёловская
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/301316726/;Москва;rent;flat;38;68;2;73.0;280000;0;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/300378643/;Москва;rent;flat;49;78;3;124.0;500000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
Penny Lane Realty;real_estate_agent;https://www.cian.ru/rent/flat/301635466/;Москва;rent;flat;15;22;3;84.0;140000;0;Пресненский;Шмитовский проезд;16С2;Улица 1905 года
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/301360644/;Москва;rent;flat;69;95;3;130.0;520000;0;Пресненский;набережная Пресненская;12;Деловой центр
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/300376330/;Москва;rent;flat;60;68;3;90.0;360000;0;Пресненский;1-й Красногвардейский проезд;22с1;Москва-Сити
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301856554/;Москва;rent;flat;7;18;1;31.0;67000;0;Останкинский;Березовая аллея;19к2;Ботанический сад
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/300371667/;Москва;rent;flat;49;78;2;77.0;270000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/300424913/;Москва;rent;flat;38;78;3;120.0;480000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301879350/;Москва;rent;flat;8;18;3;76.0;107000;0;Останкинский;Березовая аллея;19к2;Ботанический сад
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/300425168/;Москва;rent;flat;28;78;3;90.6;400000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301456844/;Москва;rent;flat;12;21;1;23.7;52600;0;Очаково-Матвеевское; Малая Очаковская;4Ак2;Озёрная
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/300372434/;Москва;rent;flat;47;78;2;124.0;500000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/301318956/;Москва;rent;flat;36;78;2;78.0;330000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/301990748/;Москва;rent;flat;5;12;1;37.0;170000;0;Арбат;Смоленская набережная;5/13;Смоленская
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/301361691/;Москва;rent;flat;68;78;3;140.0;550000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/301360350/;Москва;rent;flat;43;78;3;122.0;500000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/302340143/;Москва;rent;flat;7;12;3;65.0;190000;0;Хамовники;Ростовская набережная;5;Киевская
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/300377342/;Москва;rent;flat;7;78;3;93.0;370000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/300374441/;Москва;rent;flat;44;78;2;80.0;300000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302315356/;Москва;rent;flat;24;33;1;25.0;45000;0;Нижегородский;Новохохловская ;15к3;Калитники
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/296749596/;Москва;rent;flat;75;78;3;140.0;550000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/296748867/;Москва;rent;flat;42;78;3;135.0;550000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
Penny Lane Realty;real_estate_agent;https://www.cian.ru/rent/flat/302140433/;Москва;rent;flat;16;24;4;150.0;250000;0;Покровское-Стрешнево;Иваньковское шоссе;5;Щукинская
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/301316200/;Москва;rent;flat;41;78;2;72.9;260000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/294175969/;Москва;rent;flat;30;78;2;92.0;330000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/301669618/;Москва;rent;flat;5;15;2;56.4;115000;0;Останкинский;проспект Мира;95;Алексеевская
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/301359914/;Москва;rent;flat;76;95;3;120.0;480000;0;Пресненский;набережная Пресненская;12;Деловой центр
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302283719/;Москва;rent;flat;4;5;2;45.0;60000;0;Войковский;4-й Войковский проезд;9;Войковская
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/296720723/;Москва;rent;flat;49;78;3;125.0;500000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/300371440/;Москва;rent;flat;22;85;2;91.0;300000;0;Пресненский;1-й Красногвардейский проезд;21с2;Деловой центр
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/302338547/;Москва;rent;flat;4;4;4;123.0;250000;0;Басманный; Покровка;19;Чистые пруды
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/301359623/;Москва;rent;flat;52;78;3;116.0;450000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/301354863/;Москва;rent;flat;14;78;3;100.0;400000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
ПИК-Аренда;real_estate_agent;https://www.cian.ru/rent/flat/300245889/;Москва;rent;flat;13;17;3;74.8;91400;0;Академический;Новочеремушкинская ;16;Академическая
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/300368715/;Москва;rent;flat;12;78;2;95.0;340000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/301354982/;Москва;rent;flat;27;78;3;90.0;350000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
ID 116140530;homeowner;https://www.cian.ru/rent/flat/301599769/;Москва;rent;flat;20;27;1;40.1;115000;0;Нагорный;Электролитный проезд;7;Нагорная
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/296671682/;Москва;rent;flat;21;85;2;91.0;280000;0;Пресненский;1-й Красногвардейский проезд;21с2;Деловой центр
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/296703895/;Москва;rent;flat;37;78;2;73.0;330000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
Apple Real Estate;real_estate_agent;https://www.cian.ru/rent/flat/301655821/;Москва;rent;flat;2;6;4;107.0;165000;0;Тверской;1-я Тверская-Ямская ;18;Маяковская
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/rent/flat/296708813/;Москва;rent;flat;59;78;3;112.0;450000;0;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити
Светлана Лазарева;realtor;https://www.cian.ru/rent/flat/302254147/;Москва;rent;flat;13;19;4;148.0;240000;0;Проспект Вернадского; Удальцова;52;Мичуринский проспект
